# file: 12CO_LB_regrid_LSRK_spw0.ms
# From plot 0
# x y chan scan field ant1 ant2 ant1name ant2name time freq spw poln obs
# U V None None None None None None None MJD(seconds) GHz None None None
66.0683 -103.429 0 20 0 1 21 DA42@A047 DV02@A024 5208537131.088 345.778362496 0 XX 0
75.8246 -41.3319 1 20 0 1 22 DA42@A047 DV03@A027 5208537131.088 345.779339181 0 YY 0
-16.9109 -32.8635 2 20 0 1 23 DA42@A047 DV04@A042 5208537131.088 345.780315866 0 XX 0
-204.298 252.713 3 20 0 1 24 DA42@A047 DV05@A092 5208537131.088 345.781292551 0 YY 0
422.86 -411.578 4 20 0 1 25 DA42@A047 DV06@A096 5208537131.088 345.782269236 0 XX 0
289.847 -2.81572 5 20 0 1 26 DA42@A047 DV07@A086 5208537131.088 345.783245921 0 YY 0
-230.737 66.4339 6 20 0 1 27 DA42@A047 DV08@A087 5208537131.088 345.784222606 0 XX 0
185.03 -52.0533 7 20 0 1 28 DA42@A047 DV09@A073 5208537131.088 345.785199290 0 YY 0
-31.2267 -30.9827 8 20 0 1 29 DA42@A047 DV10@A043 5208537131.088 345.786175975 0 XX 0
-21.457 -95.731 9 20 0 1 30 DA42@A047 DV11@A007 5208537131.088 345.787152660 0 YY 0
-1049.8 -442.597 10 20 0 1 31 DA42@A047 DV12@A121 5208537131.088 345.788129345 0 XX 0
-124.085 41.3676 11 20 0 1 32 DA42@A047 DV14@A074 5208537131.088 345.789106030 0 YY 0
-491.389 368.505 12 20 0 1 33 DA42@A047 DV15@A105 5208537131.088 345.790082715 0 XX 0
-633.73 -203.704 13 20 0 1 34 DA42@A047 DV16@A108 5208537131.088 345.791059400 0 YY 0
-630.494 -772.432 14 20 0 1 35 DA42@A047 DV17@A116 5208537131.088 345.792036084 0 XX 0
-117.091 -42.8654 15 20 0 1 36 DA42@A047 DV18@A070 5208537131.088 345.793012769 0 YY 0
573.895 -228.298 16 20 0 1 37 DA42@A047 DV19@A104 5208537131.088 345.793989454 0 XX 0
-78.5743 -201.959 17 20 0 1 38 DA42@A047 DV20@A072 5208537131.088 345.794966139 0 YY 0
133.201 -130.406 18 20 0 1 39 DA42@A047 DV21@A068 5208537131.088 345.795942824 0 XX 0
96.6346 -357.1 19 20 0 1 40 DA42@A047 DV22@A088 5208537131.088 345.796919509 0 YY 0
-22.1205 66.1228 20 20 0 1 41 DA42@A047 DV23@A060 5208537131.088 345.797896194 0 XX 0
-229.017 -862.376 21 20 0 1 42 DA42@A047 DV24@A111 5208537131.088 345.798872878 0 YY 0
86.3836 -31.2954 22 20 0 1 43 DA42@A047 DV25@A033 5208537131.088 345.799849563 0 XX 0
227.292 1139.94 23 20 0 2 3 DA43@A091 DA44@A120 5208537131.088 345.800826248 0 YY 0
798.063 -539.924 24 20 0 2 4 DA43@A091 DA46@A122 5208537131.088 345.801802933 0 XX 0
-315.998 18.5982 25 20 0 2 5 DA43@A091 DA47@A022 5208537131.088 345.802779618 0 YY 0
-572.022 101.26 26 20 0 2 6 DA43@A091 DA48@A082 5208537131.088 345.803756303 0 XX 0
-300.972 -15.972 27 20 0 2 7 DA43@A091 DA49@A066 5208537131.088 345.804732988 0 YY 0
-299.76 442.908 28 20 0 2 8 DA43@A091 DA50@A089 5208537131.088 345.805709672 0 XX 0
-479.39 -158.187 29 20 0 2 10 DA43@A091 DA53@A085 5208537131.088 345.806686357 0 YY 0
-280.551 -111.353 0 20 0 2 11 DA43@A091 DA54@A075 5208537131.088 345.778362496 0 XX 0
-309.029 634.327 1 20 0 2 12 DA43@A091 DA55@A134 5208537131.088 345.779339181 0 YY 0
-304.529 195.594 2 20 0 2 13 DA43@A091 DA56@A062 5208537131.088 345.780315866 0 XX 0
-98.3248 389.478 3 20 0 2 14 DA43@A091 DA57@A094 5208537131.088 345.781292551 0 YY 0
-259.923 273.017 4 20 0 2 15 DA43@A091 DA58@A076 5208537131.088 345.782269236 0 XX 0
-339.869 -330.267 5 20 0 2 16 DA43@A091 DA59@A093 5208537131.088 345.783245921 0 YY 0
-223.502 163.962 6 20 0 2 17 DA43@A091 DA62@A069 5208537131.088 345.784222606 0 XX 0
-318.161 1011.48 7 20 0 2 18 DA43@A091 DA63@A115 5208537131.088 345.785199290 0 YY 0
-651.382 881.896 8 20 0 2 19 DA43@A091 DA64@A110 5208537131.088 345.786175975 0 XX 0
-314.259 152.634 9 20 0 2 20 DA43@A091 DA65@A045 5208537131.088 345.787152660 0 YY 0
-290.938 52.8361 10 20 0 2 21 DA43@A091 DV02@A024 5208537131.088 345.788129345 0 XX 0
-281.181 114.933 11 20 0 2 22 DA43@A091 DV03@A027 5208537131.088 345.789106030 0 YY 0
-373.917 123.403 12 20 0 2 23 DA43@A091 DV04@A042 5208537131.088 345.790082715 0 XX 0
-561.303 408.981 13 20 0 2 24 DA43@A091 DV05@A092 5208537131.088 345.791059400 0 YY 0
65.8529 -255.315 14 20 0 2 25 DA43@A091 DV06@A096 5208537131.088 345.792036084 0 XX 0
-67.1556 153.448 15 20 0 2 26 DA43@A091 DV07@A086 5208537131.088 345.793012769 0 YY 0
-587.744 222.702 16 20 0 2 27 DA43@A091 DV08@A087 5208537131.088 345.793989454 0 XX 0
-171.975 104.212 17 20 0 2 28 DA43@A091 DV09@A073 5208537131.088 345.794966139 0 YY 0
-388.234 125.285 18 20 0 2 29 DA43@A091 DV10@A043 5208537131.088 345.795942824 0 XX 0
-378.464 60.5341 19 20 0 2 30 DA43@A091 DV11@A007 5208537131.088 345.796919509 0 YY 0
-1406.82 -286.324 20 20 0 2 31 DA43@A091 DV12@A121 5208537131.088 345.797896194 0 XX 0
-481.092 197.636 21 20 0 2 32 DA43@A091 DV14@A074 5208537131.088 345.798872878 0 YY 0
-848.395 524.776 22 20 0 2 33 DA43@A091 DV15@A105 5208537131.088 345.799849563 0 XX 0
-990.743 -47.4334 23 20 0 2 34 DA43@A091 DV16@A108 5208537131.088 345.800826248 0 YY 0
-987.514 -616.162 24 20 0 2 35 DA43@A091 DV17@A116 5208537131.088 345.801802933 0 XX 0
-474.098 113.402 25 20 0 2 36 DA43@A091 DV18@A070 5208537131.088 345.802779618 0 YY 0
216.891 -72.0344 26 20 0 2 37 DA43@A091 DV19@A104 5208537131.088 345.803756303 0 XX 0
-435.583 -45.6917 27 20 0 2 38 DA43@A091 DV20@A072 5208537131.088 345.804732988 0 YY 0
-223.806 25.8611 28 20 0 2 39 DA43@A091 DV21@A068 5208537131.088 345.805709672 0 XX 0
-260.374 -200.836 29 20 0 2 40 DA43@A091 DV22@A088 5208537131.088 345.806686357 0 YY 0
-379.126 222.39 0 20 0 2 41 DA43@A091 DV23@A060 5208537131.088 345.778362496 0 XX 0
-586.035 -706.107 1 20 0 2 42 DA43@A091 DV24@A111 5208537131.088 345.779339181 0 YY 0
-270.622 124.97 2 20 0 2 43 DA43@A091 DV25@A033 5208537131.088 345.780315866 0 XX 0
570.767 -1679.87 3 20 0 3 4 DA44@A120 DA46@A122 5208537131.088 345.781292551 0 YY 0
-543.289 -1121.35 4 20 0 3 5 DA44@A120 DA47@A022 5208537131.088 345.782269236 0 XX 0
-799.311 -1038.68 5 20 0 3 6 DA44@A120 DA48@A082 5208537131.088 345.783245921 0 YY 0
-528.265 -1155.92 6 20 0 3 7 DA44@A120 DA49@A066 5208537131.088 345.784222606 0 XX 0
-527.042 -697.037 7 20 0 3 8 DA44@A120 DA50@A089 5208537131.088 345.785199290 0 YY 0
-706.67 -1298.13 8 20 0 3 10 DA44@A120 DA53@A085 5208537131.088 345.786175975 0 XX 0
-507.834 -1251.3 9 20 0 3 11 DA44@A120 DA54@A075 5208537131.088 345.787152660 0 YY 0
-536.298 -505.62 10 20 0 3 12 DA44@A120 DA55@A134 5208537131.088 345.788129345 0 XX 0
-531.814 -944.351 11 20 0 3 13 DA44@A120 DA56@A062 5208537131.088 345.789106030 0 YY 0
-325.613 -750.466 12 20 0 3 14 DA44@A120 DA57@A094 5208537131.088 345.790082715 0 XX 0
-487.213 -866.927 13 20 0 3 15 DA44@A120 DA58@A076 5208537131.088 345.791059400 0 YY 0
-567.158 -1470.21 14 20 0 3 16 DA44@A120 DA59@A093 5208537131.088 345.792036084 0 XX 0
-450.792 -975.982 15 20 0 3 17 DA44@A120 DA62@A069 5208537131.088 345.793012769 0 YY 0
-545.439 -128.465 16 20 0 3 18 DA44@A120 DA63@A115 5208537131.088 345.793989454 0 XX 0
-878.667 -258.048 17 20 0 3 19 DA44@A120 DA64@A110 5208537131.088 345.794966139 0 YY 0
-541.541 -987.312 18 20 0 3 20 DA44@A120 DA65@A045 5208537131.088 345.795942824 0 XX 0
-518.221 -1087.11 19 20 0 3 21 DA44@A120 DV02@A024 5208537131.088 345.796919509 0 YY 0
-508.466 -1025.01 20 20 0 3 22 DA44@A120 DV03@A027 5208537131.088 345.797896194 0 XX 0
-601.206 -1016.54 21 20 0 3 23 DA44@A120 DV04@A042 5208537131.088 345.798872878 0 YY 0
-788.592 -730.963 22 20 0 3 24 DA44@A120 DV05@A092 5208537131.088 345.799849563 0 XX 0
-161.435 -1395.26 23 20 0 3 25 DA44@A120 DV06@A096 5208537131.088 345.800826248 0 YY 0
-294.44 -986.497 24 20 0 3 26 DA44@A120 DV07@A086 5208537131.088 345.801802933 0 XX 0
-815.031 -917.242 25 20 0 3 27 DA44@A120 DV08@A087 5208537131.088 345.802779618 0 YY 0
-399.268 -1035.73 26 20 0 3 28 DA44@A120 DV09@A073 5208537131.088 345.803756303 0 XX 0
-615.526 -1014.66 27 20 0 3 29 DA44@A120 DV10@A043 5208537131.088 345.804732988 0 YY 0
-605.743 -1079.41 28 20 0 3 30 DA44@A120 DV11@A007 5208537131.088 345.805709672 0 XX 0
-1634.1 -1426.27 29 20 0 3 31 DA44@A120 DV12@A121 5208537131.088 345.806686357 0 YY 0
-708.387 -942.307 0 20 0 3 32 DA44@A120 DV14@A074 5208537131.088 345.778362496 0 XX 0
-1075.68 -615.169 1 20 0 3 33 DA44@A120 DV15@A105 5208537131.088 345.779339181 0 YY 0
-1218.02 -1187.38 2 20 0 3 34 DA44@A120 DV16@A108 5208537131.088 345.780315866 0 XX 0
-1214.8 -1756.11 3 20 0 3 35 DA44@A120 DV17@A116 5208537131.088 345.781292551 0 YY 0
-701.389 -1026.54 4 20 0 3 36 DA44@A120 DV18@A070 5208537131.088 345.782269236 0 XX 0
-10.4068 -1211.98 5 20 0 3 37 DA44@A120 DV19@A104 5208537131.088 345.783245921 0 YY 0
-662.872 -1185.64 6 20 0 3 38 DA44@A120 DV20@A072 5208537131.088 345.784222606 0 XX 0
-451.102 -1114.08 7 20 0 3 39 DA44@A120 DV21@A068 5208537131.088 345.785199290 0 YY 0
-487.654 -1340.78 8 20 0 3 40 DA44@A120 DV22@A088 5208537131.088 345.786175975 0 XX 0
-606.417 -917.554 9 20 0 3 41 DA44@A120 DV23@A060 5208537131.088 345.787152660 0 YY 0
-813.326 -1846.05 10 20 0 3 42 DA44@A120 DV24@A111 5208537131.088 345.788129345 0 XX 0
-497.911 -1014.97 11 20 0 3 43 DA44@A120 DV25@A033 5208537131.088 345.789106030 0 YY 0
-1114.06 558.522 12 20 0 4 5 DA46@A122 DA47@A022 5208537131.088 345.790082715 0 XX 0
-1370.09 641.183 13 20 0 4 6 DA46@A122 DA48@A082 5208537131.088 345.791059400 0 YY 0
-1099.04 523.952 14 20 0 4 7 DA46@A122 DA49@A066 5208537131.088 345.792036084 0 XX 0
-1097.82 982.828 15 20 0 4 8 DA46@A122 DA50@A089 5208537131.088 345.793012769 0 YY 0
-1277.45 381.732 16 20 0 4 10 DA46@A122 DA53@A085 5208537131.088 345.793989454 0 XX 0
-1078.61 428.568 17 20 0 4 11 DA46@A122 DA54@A075 5208537131.088 345.794966139 0 YY 0
-1107.09 1174.24 18 20 0 4 12 DA46@A122 DA55@A134 5208537131.088 345.795942824 0 XX 0
-1102.59 735.515 19 20 0 4 13 DA46@A122 DA56@A062 5208537131.088 345.796919509 0 YY 0
-896.386 929.4 20 20 0 4 14 DA46@A122 DA57@A094 5208537131.088 345.797896194 0 XX 0
-1057.98 812.94 21 20 0 4 15 DA46@A122 DA58@A076 5208537131.088 345.798872878 0 YY 0
-1137.93 209.655 22 20 0 4 16 DA46@A122 DA59@A093 5208537131.088 345.799849563 0 XX 0
-1021.56 703.885 23 20 0 4 17 DA46@A122 DA62@A069 5208537131.088 345.800826248 0 YY 0
-1116.22 1551.4 24 20 0 4 18 DA46@A122 DA63@A115 5208537131.088 345.801802933 0 XX 0
-1449.44 1421.82 25 20 0 4 19 DA46@A122 DA64@A110 5208537131.088 345.802779618 0 YY 0
-1112.32 692.554 26 20 0 4 20 DA46@A122 DA65@A045 5208537131.088 345.803756303 0 XX 0
-1089 592.757 27 20 0 4 21 DA46@A122 DV02@A024 5208537131.088 345.804732988 0 YY 0
-1079.24 654.854 28 20 0 4 22 DA46@A122 DV03@A027 5208537131.088 345.805709672 0 XX 0
-1171.98 663.326 29 20 0 4 23 DA46@A122 DV04@A042 5208537131.088 345.806686357 0 YY 0
-1359.37 948.905 0 20 0 4 24 DA46@A122 DV05@A092 5208537131.088 345.778362496 0 XX 0
-732.21 284.607 1 20 0 4 25 DA46@A122 DV06@A096 5208537131.088 345.779339181 0 YY 0
-865.217 693.368 2 20 0 4 26 DA46@A122 DV07@A086 5208537131.088 345.780315866 0 XX 0
-1385.81 762.625 3 20 0 4 27 DA46@A122 DV08@A087 5208537131.088 345.781292551 0 YY 0
-970.038 644.137 4 20 0 4 28 DA46@A122 DV09@A073 5208537131.088 345.782269236 0 XX 0
-1186.3 665.209 5 20 0 4 29 DA46@A122 DV10@A043 5208537131.088 345.783245921 0 YY 0
-1176.53 600.453 6 20 0 4 30 DA46@A122 DV11@A007 5208537131.088 345.784222606 0 XX 0
-2204.89 253.596 7 20 0 4 31 DA46@A122 DV12@A121 5208537131.088 345.785199290 0 YY 0
-1279.15 737.562 8 20 0 4 32 DA46@A122 DV14@A074 5208537131.088 345.786175975 0 XX 0
-1646.46 1064.7 9 20 0 4 33 DA46@A122 DV15@A105 5208537131.088 345.787152660 0 YY 0
-1788.81 492.487 10 20 0 4 34 DA46@A122 DV16@A108 5208537131.088 345.788129345 0 XX 0
-1785.58 -76.2413 11 20 0 4 35 DA46@A122 DV17@A116 5208537131.088 345.789106030 0 YY 0
-1272.16 653.326 12 20 0 4 36 DA46@A122 DV18@A070 5208537131.088 345.790082715 0 XX 0
-581.172 467.891 13 20 0 4 37 DA46@A122 DV19@A104 5208537131.088 345.791059400 0 YY 0
-1233.65 494.231 14 20 0 4 38 DA46@A122 DV20@A072 5208537131.088 345.792036084 0 XX 0
-1021.87 565.787 15 20 0 4 39 DA46@A122 DV21@A068 5208537131.088 345.793012769 0 YY 0
-1058.44 339.083 16 20 0 4 40 DA46@A122 DV22@A088 5208537131.088 345.793989454 0 XX 0
-1177.19 762.313 17 20 0 4 41 DA46@A122 DV23@A060 5208537131.088 345.794966139 0 YY 0
-1384.1 -166.183 18 20 0 4 42 DA46@A122 DV24@A111 5208537131.088 345.795942824 0 XX 0
-1068.68 664.893 19 20 0 4 43 DA46@A122 DV25@A033 5208537131.088 345.796919509 0 YY 0
-256.025 82.662 20 20 0 5 6 DA47@A022 DA48@A082 5208537131.088 345.797896194 0 XX 0
15.0261 -34.5704 21 20 0 5 7 DA47@A022 DA49@A066 5208537131.088 345.798872878 0 YY 0
16.2366 424.311 22 20 0 5 8 DA47@A022 DA50@A089 5208537131.088 345.799849563 0 XX 0
-163.394 -176.784 23 20 0 5 10 DA47@A022 DA53@A085 5208537131.088 345.800826248 0 YY 0
35.4463 -129.95 24 20 0 5 11 DA47@A022 DA54@A075 5208537131.088 345.801802933 0 XX 0
6.96527 615.732 25 20 0 5 12 DA47@A022 DA55@A134 5208537131.088 345.802779618 0 YY 0
11.4678 176.996 26 20 0 5 13 DA47@A022 DA56@A062 5208537131.088 345.803756303 0 XX 0
217.672 370.88 27 20 0 5 14 DA47@A022 DA57@A094 5208537131.088 345.804732988 0 YY 0
56.0748 254.419 28 20 0 5 15 DA47@A022 DA58@A076 5208537131.088 345.805709672 0 XX 0
-23.8713 -348.865 29 20 0 5 16 DA47@A022 DA59@A093 5208537131.088 345.806686357 0 YY 0
92.496 145.364 0 20 0 5 17 DA47@A022 DA62@A069 5208537131.088 345.778362496 0 XX 0
-2.16577 992.885 1 20 0 5 18 DA47@A022 DA63@A115 5208537131.088 345.779339181 0 YY 0
-335.386 863.299 2 20 0 5 19 DA47@A022 DA64@A110 5208537131.088 345.780315866 0 XX 0
1.73738 134.037 3 20 0 5 20 DA47@A022 DA65@A045 5208537131.088 345.781292551 0 YY 0
25.0587 34.2392 4 20 0 5 21 DA47@A022 DV02@A024 5208537131.088 345.782269236 0 XX 0
34.8159 96.3361 5 20 0 5 22 DA47@A022 DV03@A027 5208537131.088 345.783245921 0 YY 0
-57.92 104.805 6 20 0 5 23 DA47@A022 DV04@A042 5208537131.088 345.784222606 0 XX 0
-245.305 390.383 7 20 0 5 24 DA47@A022 DV05@A092 5208537131.088 345.785199290 0 YY 0
381.85 -273.913 8 20 0 5 25 DA47@A022 DV06@A096 5208537131.088 345.786175975 0 XX 0
248.841 134.851 9 20 0 5 26 DA47@A022 DV07@A086 5208537131.088 345.787152660 0 YY 0
-271.746 204.104 10 20 0 5 27 DA47@A022 DV08@A087 5208537131.088 345.788129345 0 XX 0
144.023 85.6141 11 20 0 5 28 DA47@A022 DV09@A073 5208537131.088 345.789106030 0 YY 0
-72.2355 106.686 12 20 0 5 29 DA47@A022 DV10@A043 5208537131.088 345.790082715 0 XX 0
-62.4676 41.9377 13 20 0 5 30 DA47@A022 DV11@A007 5208537131.088 345.791059400 0 YY 0
-1090.83 -304.921 14 20 0 5 31 DA47@A022 DV12@A121 5208537131.088 345.792036084 0 XX 0
-165.093 179.037 15 20 0 5 32 DA47@A022 DV14@A074 5208537131.088 345.793012769 0 YY 0
-532.397 506.177 16 20 0 5 33 DA47@A022 DV15@A105 5208537131.088 345.793989454 0 XX 0
-674.746 -66.0306 17 20 0 5 34 DA47@A022 DV16@A108 5208537131.088 345.794966139 0 YY 0
-671.517 -634.759 18 20 0 5 35 DA47@A022 DV17@A116 5208537131.088 345.795942824 0 XX 0
-158.101 94.8041 19 20 0 5 36 DA47@A022 DV18@A070 5208537131.088 345.796919509 0 YY 0
532.889 -90.6333 20 20 0 5 37 DA47@A022 DV19@A104 5208537131.088 345.797896194 0 XX 0
-119.586 -64.2897 21 20 0 5 38 DA47@A022 DV20@A072 5208537131.088 345.798872878 0 YY 0
92.193 7.26224 22 20 0 5 39 DA47@A022 DV21@A068 5208537131.088 345.799849563 0 XX 0
55.622 -219.433 23 20 0 5 40 DA47@A022 DV22@A088 5208537131.088 345.800826248 0 YY 0
-63.1284 203.792 24 20 0 5 41 DA47@A022 DV23@A060 5208537131.088 345.801802933 0 XX 0
-270.037 -724.705 25 20 0 5 42 DA47@A022 DV24@A111 5208537131.088 345.802779618 0 YY 0
45.3755 106.373 26 20 0 5 43 DA47@A022 DV25@A033 5208537131.088 345.803756303 0 XX 0
271.051 -117.233 27 20 0 6 7 DA48@A082 DA49@A066 5208537131.088 345.804732988 0 YY 0
272.26 341.65 28 20 0 6 8 DA48@A082 DA50@A089 5208537131.088 345.805709672 0 XX 0
92.6301 -259.445 29 20 0 6 10 DA48@A082 DA53@A085 5208537131.088 345.806686357 0 YY 0
291.47 -212.611 0 20 0 6 11 DA48@A082 DA54@A075 5208537131.088 345.778362496 0 XX 0
262.987 533.073 1 20 0 6 12 DA48@A082 DA55@A134 5208537131.088 345.779339181 0 YY 0
267.492 94.3351 2 20 0 6 13 DA48@A082 DA56@A062 5208537131.088 345.780315866 0 XX 0
473.696 288.219 3 20 0 6 14 DA48@A082 DA57@A094 5208537131.088 345.781292551 0 YY 0
312.099 171.757 4 20 0 6 15 DA48@A082 DA58@A076 5208537131.088 345.782269236 0 XX 0
232.154 -431.527 5 20 0 6 16 DA48@A082 DA59@A093 5208537131.088 345.783245921 0 YY 0
348.52 62.7023 6 20 0 6 17 DA48@A082 DA62@A069 5208537131.088 345.784222606 0 XX 0
253.856 910.224 7 20 0 6 18 DA48@A082 DA63@A115 5208537131.088 345.785199290 0 YY 0
-79.3626 780.637 8 20 0 6 19 DA48@A082 DA64@A110 5208537131.088 345.786175975 0 XX 0
257.761 51.3759 9 20 0 6 20 DA48@A082 DA65@A045 5208537131.088 345.787152660 0 YY 0
281.083 -48.4219 10 20 0 6 21 DA48@A082 DV02@A024 5208537131.088 345.788129345 0 XX 0
290.84 13.675 11 20 0 6 22 DA48@A082 DV03@A027 5208537131.088 345.789106030 0 YY 0
198.104 22.1437 12 20 0 6 23 DA48@A082 DV04@A042 5208537131.088 345.790082715 0 XX 0
10.7189 307.721 13 20 0 6 24 DA48@A082 DV05@A092 5208537131.088 345.791059400 0 YY 0
637.875 -356.574 14 20 0 6 25 DA48@A082 DV06@A096 5208537131.088 345.792036084 0 XX 0
504.865 52.1898 15 20 0 6 26 DA48@A082 DV07@A086 5208537131.088 345.793012769 0 YY 0
-15.722 121.442 16 20 0 6 27 DA48@A082 DV08@A087 5208537131.088 345.793989454 0 XX 0
400.047 2.95199 17 20 0 6 28 DA48@A082 DV09@A073 5208537131.088 345.794966139 0 YY 0
183.789 24.024 18 20 0 6 29 DA48@A082 DV10@A043 5208537131.088 345.795942824 0 XX 0
193.556 -40.7229 19 20 0 6 30 DA48@A082 DV11@A007 5208537131.088 345.796919509 0 YY 0
-834.801 -387.583 20 20 0 6 31 DA48@A082 DV12@A121 5208537131.088 345.797896194 0 XX 0
90.9317 96.3746 21 20 0 6 32 DA48@A082 DV14@A074 5208537131.088 345.798872878 0 YY 0
-276.373 423.515 22 20 0 6 33 DA48@A082 DV15@A105 5208537131.088 345.799849563 0 XX 0
-418.722 -148.692 23 20 0 6 34 DA48@A082 DV16@A108 5208537131.088 345.800826248 0 YY 0
-415.491 -717.42 24 20 0 6 35 DA48@A082 DV17@A116 5208537131.088 345.801802933 0 XX 0
97.924 12.1421 25 20 0 6 36 DA48@A082 DV18@A070 5208537131.088 345.802779618 0 YY 0
788.914 -173.296 26 20 0 6 37 DA48@A082 DV19@A104 5208537131.088 345.803756303 0 XX 0
136.439 -146.952 27 20 0 6 38 DA48@A082 DV20@A072 5208537131.088 345.804732988 0 YY 0
348.218 -75.4003 28 20 0 6 39 DA48@A082 DV21@A068 5208537131.088 345.805709672 0 XX 0
311.646 -302.093 29 20 0 6 40 DA48@A082 DV22@A088 5208537131.088 345.806686357 0 YY 0
192.896 121.13 0 20 0 6 41 DA48@A082 DV23@A060 5208537131.088 345.778362496 0 XX 0
-14.0107 -807.368 1 20 0 6 42 DA48@A082 DV24@A111 5208537131.088 345.779339181 0 YY 0
301.4 23.7109 2 20 0 6 43 DA48@A082 DV25@A033 5208537131.088 345.780315866 0 XX 0
1.21085 458.881 3 20 0 7 8 DA49@A066 DA50@A089 5208537131.088 345.781292551 0 YY 0
-178.421 -142.214 4 20 0 7 10 DA49@A066 DA53@A085 5208537131.088 345.782269236 0 XX 0
20.4199 -95.3799 5 20 0 7 11 DA49@A066 DA54@A075 5208537131.088 345.783245921 0 YY 0
-8.06042 650.302 6 20 0 7 12 DA49@A066 DA55@A134 5208537131.088 345.784222606 0 XX 0
-3.55817 211.567 7 20 0 7 13 DA49@A066 DA56@A062 5208537131.088 345.785199290 0 YY 0
202.647 405.451 8 20 0 7 14 DA49@A066 DA57@A094 5208537131.088 345.786175975 0 XX 0
41.0491 288.989 9 20 0 7 15 DA49@A066 DA58@A076 5208537131.088 345.787152660 0 YY 0
-38.8979 -314.295 10 20 0 7 16 DA49@A066 DA59@A093 5208537131.088 345.788129345 0 XX 0
77.4702 179.934 11 20 0 7 17 DA49@A066 DA62@A069 5208537131.088 345.789106030 0 YY 0
-17.1908 1027.46 12 20 0 7 18 DA49@A066 DA63@A115 5208537131.088 345.790082715 0 XX 0
-350.411 897.87 13 20 0 7 19 DA49@A066 DA64@A110 5208537131.088 345.791059400 0 YY 0
-13.2887 168.607 14 20 0 7 20 DA49@A066 DA65@A045 5208537131.088 345.792036084 0 XX 0
10.0325 68.8095 15 20 0 7 21 DA49@A066 DV02@A024 5208537131.088 345.793012769 0 YY 0
19.7898 130.906 16 20 0 7 22 DA49@A066 DV03@A027 5208537131.088 345.793989454 0 XX 0
-72.9461 139.376 17 20 0 7 23 DA49@A066 DV04@A042 5208537131.088 345.794966139 0 YY 0
-260.331 424.954 18 20 0 7 24 DA49@A066 DV05@A092 5208537131.088 345.795942824 0 XX 0
366.824 -239.342 19 20 0 7 25 DA49@A066 DV06@A096 5208537131.088 345.796919509 0 YY 0
233.815 169.421 20 20 0 7 26 DA49@A066 DV07@A086 5208537131.088 345.797896194 0 XX 0
-286.772 238.675 21 20 0 7 27 DA49@A066 DV08@A087 5208537131.088 345.798872878 0 YY 0
128.997 120.184 22 20 0 7 28 DA49@A066 DV09@A073 5208537131.088 345.799849563 0 XX 0
-87.2615 141.257 23 20 0 7 29 DA49@A066 DV10@A043 5208537131.088 345.800826248 0 YY 0
-77.4939 76.5081 24 20 0 7 30 DA49@A066 DV11@A007 5208537131.088 345.801802933 0 XX 0
-1105.85 -270.35 25 20 0 7 31 DA49@A066 DV12@A121 5208537131.088 345.802779618 0 YY 0
-180.119 213.608 26 20 0 7 32 DA49@A066 DV14@A074 5208537131.088 345.803756303 0 XX 0
-547.423 540.748 27 20 0 7 33 DA49@A066 DV15@A105 5208537131.088 345.804732988 0 YY 0
-689.773 -31.4597 28 20 0 7 34 DA49@A066 DV16@A108 5208537131.088 345.805709672 0 XX 0
-686.545 -600.188 29 20 0 7 35 DA49@A066 DV17@A116 5208537131.088 345.806686357 0 YY 0
-173.127 129.375 0 20 0 7 36 DA49@A066 DV18@A070 5208537131.088 345.778362496 0 XX 0
517.864 -56.0632 1 20 0 7 37 DA49@A066 DV19@A104 5208537131.088 345.779339181 0 YY 0
-134.612 -29.7192 2 20 0 7 38 DA49@A066 DV20@A072 5208537131.088 345.780315866 0 XX 0
77.1671 41.8326 3 20 0 7 39 DA49@A066 DV21@A068 5208537131.088 345.781292551 0 YY 0
40.5955 -184.862 4 20 0 7 40 DA49@A066 DV22@A088 5208537131.088 345.782269236 0 XX 0
-78.1543 238.362 5 20 0 7 41 DA49@A066 DV23@A060 5208537131.088 345.783245921 0 YY 0
-285.064 -690.135 6 20 0 7 42 DA49@A066 DV24@A111 5208537131.088 345.784222606 0 XX 0
30.3495 140.943 7 20 0 7 43 DA49@A066 DV25@A033 5208537131.088 345.785199290 0 YY 0
-179.625 -601.096 8 20 0 8 10 DA50@A089 DA53@A085 5208537131.088 345.786175975 0 XX 0
19.2126 -554.261 9 20 0 8 11 DA50@A089 DA54@A075 5208537131.088 345.787152660 0 YY 0
-9.26836 191.421 10 20 0 8 12 DA50@A089 DA55@A134 5208537131.088 345.788129345 0 XX 0
-4.76813 -247.315 11 20 0 8 13 DA50@A089 DA56@A062 5208537131.088 345.789106030 0 YY 0
201.433 -53.4298 12 20 0 8 14 DA50@A089 DA57@A094 5208537131.088 345.790082715 0 XX 0
39.8367 -169.892 13 20 0 8 15 DA50@A089 DA58@A076 5208537131.088 345.791059400 0 YY 0
-40.1048 -773.176 14 20 0 8 16 DA50@A089 DA59@A093 5208537131.088 345.792036084 0 XX 0
76.2583 -278.947 15 20 0 8 17 DA50@A089 DA62@A069 5208537131.088 345.793012769 0 YY 0
-18.4047 568.573 16 20 0 8 18 DA50@A089 DA63@A115 5208537131.088 345.793989454 0 XX 0
-351.625 438.986 17 20 0 8 19 DA50@A089 DA64@A110 5208537131.088 345.794966139 0 YY 0
