# file: 12CO_LB_regrid_LSRK_spw0.ms
# From plot 0
# x y chan scan field ant1 ant2 ant1name ant2name time freq spw poln obs
# U V None None None None None None None MJD(seconds) GHz None None None
0.87896 161.853 12 23 0 30 41 DV11@A007 DV23@A060 5208537450.288 345.790082715 0 XX 0
-216.272 -765.326 13 23 0 30 42 DV11@A007 DV24@A111 5208537450.288 345.791059400 0 YY 0
109.193 63.7586 14 23 0 30 43 DV11@A007 DV25@A033 5208537450.288 345.792036084 0 XX 0
935.749 478.153 15 23 0 31 32 DV12@A121 DV14@A074 5208537450.288 345.793012769 0 YY 0
569.137 807.583 16 23 0 31 33 DV12@A121 DV15@A105 5208537450.288 345.793989454 0 XX 0
420.621 236.281 17 23 0 31 34 DV12@A121 DV16@A108 5208537450.288 345.794966139 0 YY 0
418.398 -332.453 18 23 0 31 35 DV12@A121 DV17@A116 5208537450.288 345.795942824 0 XX 0
941.964 393.881 19 23 0 31 36 DV12@A121 DV18@A070 5208537450.288 345.796919509 0 YY 0
1635.92 204.128 20 23 0 31 37 DV12@A121 DV19@A104 5208537450.288 345.797896194 0 XX 0
979.25 234.548 21 23 0 31 38 DV12@A121 DV20@A072 5208537450.288 345.798872878 0 YY 0
1193.06 304.779 22 23 0 31 39 DV12@A121 DV21@A068 5208537450.288 345.799849563 0 XX 0
1154.04 78.3189 23 23 0 31 40 DV12@A121 DV22@A088 5208537450.288 345.800826248 0 YY 0
1038.58 502.271 24 23 0 31 41 DV12@A121 DV23@A060 5208537450.288 345.801802933 0 XX 0
821.432 -424.907 25 23 0 31 42 DV12@A121 DV24@A111 5208537450.288 345.802779618 0 YY 0
1146.9 404.175 26 23 0 31 43 DV12@A121 DV25@A033 5208537450.288 345.803756303 0 XX 0
-366.608 329.427 27 23 0 32 33 DV14@A074 DV15@A105 5208537450.288 345.804732988 0 YY 0
-515.126 -241.874 28 23 0 32 34 DV14@A074 DV16@A108 5208537450.288 345.805709672 0 XX 0
-517.349 -810.607 29 23 0 32 35 DV14@A074 DV17@A116 5208537450.288 345.806686357 0 YY 0
6.21846 -84.2741 0 23 0 32 36 DV14@A074 DV18@A070 5208537450.288 345.778362496 0 XX 0
700.174 -274.024 1 23 0 32 37 DV14@A074 DV19@A104 5208537450.288 345.779339181 0 YY 0
43.4998 -243.604 2 23 0 32 38 DV14@A074 DV20@A072 5208537450.288 345.780315866 0 XX 0
257.311 -173.377 3 23 0 32 39 DV14@A074 DV21@A068 5208537450.288 345.781292551 0 YY 0
218.298 -399.837 4 23 0 32 40 DV14@A074 DV22@A088 5208537450.288 345.782269236 0 XX 0
102.836 24.1171 5 23 0 32 41 DV14@A074 DV23@A060 5208537450.288 345.783245921 0 YY 0
-114.311 -903.063 6 23 0 32 42 DV14@A074 DV24@A111 5208537450.288 345.784222606 0 XX 0
211.15 -73.9776 7 23 0 32 43 DV14@A074 DV25@A033 5208537450.288 345.785199290 0 YY 0
-148.515 -571.302 8 23 0 33 34 DV15@A105 DV16@A108 5208537450.288 345.786175975 0 XX 0
-150.737 -1140.03 9 23 0 33 35 DV15@A105 DV17@A116 5208537450.288 345.787152660 0 YY 0
372.827 -413.7 10 23 0 33 36 DV15@A105 DV18@A070 5208537450.288 345.788129345 0 XX 0
1066.78 -603.449 11 23 0 33 37 DV15@A105 DV19@A104 5208537450.288 345.789106030 0 YY 0
410.109 -573.032 12 23 0 33 38 DV15@A105 DV20@A072 5208537450.288 345.790082715 0 XX 0
623.92 -502.802 13 23 0 33 39 DV15@A105 DV21@A068 5208537450.288 345.791059400 0 YY 0
584.908 -729.262 14 23 0 33 40 DV15@A105 DV22@A088 5208537450.288 345.792036084 0 XX 0
469.444 -305.309 15 23 0 33 41 DV15@A105 DV23@A060 5208537450.288 345.793012769 0 YY 0
252.301 -1232.49 16 23 0 33 42 DV15@A105 DV24@A111 5208537450.288 345.793989454 0 XX 0
577.758 -403.404 17 23 0 33 43 DV15@A105 DV25@A033 5208537450.288 345.794966139 0 YY 0
-2.22204 -568.733 18 23 0 34 35 DV16@A108 DV17@A116 5208537450.288 345.795942824 0 XX 0
521.342 157.601 19 23 0 34 36 DV16@A108 DV18@A070 5208537450.288 345.796919509 0 YY 0
1215.3 -32.1499 20 23 0 34 37 DV16@A108 DV19@A104 5208537450.288 345.797896194 0 XX 0
558.627 -1.73132 21 23 0 34 38 DV16@A108 DV20@A072 5208537450.288 345.798872878 0 YY 0
772.434 68.4984 22 23 0 34 39 DV16@A108 DV21@A068 5208537450.288 345.799849563 0 XX 0
733.421 -157.962 23 23 0 34 40 DV16@A108 DV22@A088 5208537450.288 345.800826248 0 YY 0
617.961 265.991 24 23 0 34 41 DV16@A108 DV23@A060 5208537450.288 345.801802933 0 XX 0
400.813 -661.188 25 23 0 34 42 DV16@A108 DV24@A111 5208537450.288 345.802779618 0 YY 0
726.276 167.896 26 23 0 34 43 DV16@A108 DV25@A033 5208537450.288 345.803756303 0 XX 0
523.563 726.333 27 23 0 35 36 DV17@A116 DV18@A070 5208537450.288 345.804732988 0 YY 0
1217.52 536.582 28 23 0 35 37 DV17@A116 DV19@A104 5208537450.288 345.805709672 0 XX 0
560.85 567.001 29 23 0 35 38 DV17@A116 DV20@A072 5208537450.288 345.806686357 0 YY 0
774.655 637.231 0 23 0 35 39 DV17@A116 DV21@A068 5208537450.288 345.778362496 0 XX 0
735.64 410.771 1 23 0 35 40 DV17@A116 DV22@A088 5208537450.288 345.779339181 0 YY 0
620.184 834.724 2 23 0 35 41 DV17@A116 DV23@A060 5208537450.288 345.780315866 0 XX 0
403.034 -92.455 3 23 0 35 42 DV17@A116 DV24@A111 5208537450.288 345.781292551 0 YY 0
728.499 736.629 4 23 0 35 43 DV17@A116 DV25@A033 5208537450.288 345.782269236 0 XX 0
693.955 -189.748 5 23 0 36 37 DV18@A070 DV19@A104 5208537450.288 345.783245921 0 YY 0
37.2822 -159.33 6 23 0 36 38 DV18@A070 DV20@A072 5208537450.288 345.784222606 0 XX 0
251.092 -89.1021 7 23 0 36 39 DV18@A070 DV21@A068 5208537450.288 345.785199290 0 YY 0
212.08 -315.563 8 23 0 36 40 DV18@A070 DV22@A088 5208537450.288 345.786175975 0 XX 0
96.6173 108.391 9 23 0 36 41 DV18@A070 DV23@A060 5208537450.288 345.787152660 0 YY 0
-120.526 -818.789 10 23 0 36 42 DV18@A070 DV24@A111 5208537450.288 345.788129345 0 XX 0
204.932 10.297 11 23 0 36 43 DV18@A070 DV25@A033 5208537450.288 345.789106030 0 YY 0
-656.675 30.42 12 23 0 37 38 DV19@A104 DV20@A072 5208537450.288 345.790082715 0 XX 0
-442.862 100.645 13 23 0 37 39 DV19@A104 DV21@A068 5208537450.288 345.791059400 0 YY 0
-481.875 -125.816 14 23 0 37 40 DV19@A104 DV22@A088 5208537450.288 345.792036084 0 XX 0
-597.338 298.14 15 23 0 37 41 DV19@A104 DV23@A060 5208537450.288 345.793012769 0 YY 0
-814.485 -629.04 16 23 0 37 42 DV19@A104 DV24@A111 5208537450.288 345.793989454 0 XX 0
-489.024 200.046 17 23 0 37 43 DV19@A104 DV25@A033 5208537450.288 345.794966139 0 YY 0
213.81 70.2272 18 23 0 38 39 DV20@A072 DV21@A068 5208537450.288 345.795942824 0 XX 0
174.797 -156.233 19 23 0 38 40 DV20@A072 DV22@A088 5208537450.288 345.796919509 0 YY 0
59.3363 267.721 20 23 0 38 41 DV20@A072 DV23@A060 5208537450.288 345.797896194 0 XX 0
-157.813 -659.458 21 23 0 38 42 DV20@A072 DV24@A111 5208537450.288 345.798872878 0 YY 0
167.651 169.627 22 23 0 38 43 DV20@A072 DV25@A033 5208537450.288 345.799849563 0 XX 0
-39.0117 -226.461 23 23 0 39 40 DV21@A068 DV22@A088 5208537450.288 345.800826248 0 YY 0
-154.475 197.494 24 23 0 39 41 DV21@A068 DV23@A060 5208537450.288 345.801802933 0 XX 0
-371.618 -729.686 25 23 0 39 42 DV21@A068 DV24@A111 5208537450.288 345.802779618 0 YY 0
-46.1609 99.3998 26 23 0 39 43 DV21@A068 DV25@A033 5208537450.288 345.803756303 0 XX 0
-115.463 423.955 27 23 0 40 41 DV22@A088 DV23@A060 5208537450.288 345.804732988 0 YY 0
-332.605 -503.226 28 23 0 40 42 DV22@A088 DV24@A111 5208537450.288 345.805709672 0 XX 0
-7.14827 325.861 29 23 0 40 43 DV22@A088 DV25@A033 5208537450.288 345.806686357 0 YY 0
-217.146 -927.18 0 23 0 41 42 DV23@A060 DV24@A111 5208537450.288 345.778362496 0 XX 0
108.314 -98.0946 1 23 0 41 43 DV23@A060 DV25@A033 5208537450.288 345.779339181 0 YY 0
325.461 829.085 2 23 0 42 43 DV24@A111 DV25@A033 5208537450.288 345.780315866 0 XX 0
-208.584 267.75 0 23 0 0 1 DA41@A083 DA42@A047 5208537510.768 345.778362496 0 XX 0
149.487 108.833 1 23 0 0 2 DA41@A083 DA43@A091 5208537510.768 345.779339181 0 YY 0
392.051 1247.04 2 23 0 0 3 DA41@A083 DA44@A120 5208537510.768 345.780315866 0 XX 0
948.387 -437.009 3 23 0 0 4 DA41@A083 DA46@A122 5208537510.768 345.781292551 0 YY 0
-168.824 129.781 4 23 0 0 5 DA41@A083 DA47@A022 5208537510.768 345.782269236 0 XX 0
-425.832 214.345 5 23 0 0 6 DA41@A083 DA48@A082 5208537510.768 345.783245921 0 YY 0
-154.067 95.1006 6 23 0 0 7 DA41@A083 DA49@A066 5208537510.768 345.784222606 0 XX 0
-147.835 553.956 7 23 0 0 8 DA41@A083 DA50@A089 5208537510.768 345.785199290 0 YY 0
-335.428 -45.7781 8 23 0 0 10 DA41@A083 DA53@A085 5208537510.768 345.786175975 0 XX 0
-134.605 -0.427102 9 23 0 0 11 DA41@A083 DA54@A075 5208537510.768 345.787152660 0 YY 0
-154.818 745.439 10 23 0 0 12 DA41@A083 DA55@A134 5208537510.768 345.788129345 0 XX 0
-155.258 306.686 11 23 0 0 13 DA41@A083 DA56@A062 5208537510.768 345.789106030 0 YY 0
54.917 499.027 12 23 0 0 14 DA41@A083 DA57@A094 5208537510.768 345.790082715 0 XX 0
-109.461 383.773 13 23 0 0 15 DA41@A083 DA58@A076 5208537510.768 345.791059400 0 YY 0
-196.88 -218.892 14 23 0 0 16 DA41@A083 DA59@A093 5208537510.768 345.792036084 0 XX 0
-73.9668 274.452 15 23 0 0 17 DA41@A083 DA62@A069 5208537510.768 345.793012769 0 YY 0
-159.721 1122.64 16 23 0 0 18 DA41@A083 DA63@A115 5208537510.768 345.793989454 0 XX 0
-496.838 995.545 17 23 0 0 19 DA41@A083 DA64@A110 5208537510.768 345.794966139 0 YY 0
-165.559 263.801 18 23 0 0 20 DA41@A083 DA65@A045 5208537510.768 345.795942824 0 XX 0
-143.172 163.833 19 23 0 0 21 DA41@A083 DV02@A024 5208537510.768 345.796919509 0 YY 0
-132.628 225.855 20 23 0 0 22 DA41@A083 DV03@A027 5208537510.768 345.797896194 0 XX 0
-225.997 235.014 21 23 0 0 23 DA41@A083 DV04@A042 5208537510.768 345.798872878 0 YY 0
-411.654 521.975 22 23 0 0 24 DA41@A083 DV05@A092 5208537510.768 345.799849563 0 XX 0
212.973 -146.963 23 23 0 0 25 DA41@A083 DV06@A096 5208537510.768 345.800826248 0 YY 0
83.4465 262.774 24 23 0 0 26 DA41@A083 DV07@A086 5208537510.768 345.801802933 0 XX 0
-440.307 335.901 25 23 0 0 27 DA41@A083 DV08@A087 5208537510.768 345.802779618 0 YY 0
-22.7153 214.321 26 23 0 0 28 DA41@A083 DV09@A073 5208537510.768 345.803756303 0 XX 0
-240.408 237.001 27 23 0 0 29 DA41@A083 DV10@A043 5208537510.768 345.804732988 0 YY 0
-231.319 172.183 28 23 0 0 30 DA41@A083 DV11@A007 5208537510.768 345.805709672 0 XX 0
-1270.74 -167.005 29 23 0 0 31 DA41@A083 DV12@A121 5208537510.768 345.806686357 0 YY 0
-333.143 310.04 0 23 0 0 32 DA41@A083 DV14@A074 5208537510.768 345.778362496 0 XX 0
-699.597 639.9 1 23 0 0 33 DA41@A083 DV15@A105 5208537510.768 345.779339181 0 YY 0
-849.277 68.776 2 23 0 0 34 DA41@A083 DV16@A108 5208537510.768 345.780315866 0 XX 0
-852.534 -499.954 3 23 0 0 35 DA41@A083 DV17@A116 5208537510.768 345.781292551 0 YY 0
-327.073 225.758 4 23 0 0 36 DA41@A083 DV18@A070 5208537510.768 345.782269236 0 XX 0
367.405 35.1874 5 23 0 0 37 DA41@A083 DV19@A104 5208537510.768 345.783245921 0 YY 0
-290.027 66.3844 6 23 0 0 38 DA41@A083 DV20@A072 5208537510.768 345.784222606 0 XX 0
-75.8437 136.357 7 23 0 0 39 DA41@A083 DV21@A068 5208537510.768 345.785199290 0 YY 0
-115.318 -90.0571 8 23 0 0 40 DA41@A083 DV22@A088 5208537510.768 345.786175975 0 XX 0
-230.148 334.035 9 23 0 0 41 DA41@A083 DV23@A060 5208537510.768 345.787152660 0 YY 0
-449.228 -592.888 10 23 0 0 42 DA41@A083 DV24@A111 5208537510.768 345.788129345 0 XX 0
-121.876 235.812 11 23 0 0 43 DA41@A083 DV25@A033 5208537510.768 345.789106030 0 YY 0
358.072 -158.918 12 23 0 1 2 DA42@A047 DA43@A091 5208537510.768 345.790082715 0 XX 0
600.638 979.291 13 23 0 1 3 DA42@A047 DA44@A120 5208537510.768 345.791059400 0 YY 0
1156.97 -704.76 14 23 0 1 4 DA42@A047 DA46@A122 5208537510.768 345.792036084 0 XX 0
39.7606 -137.969 15 23 0 1 5 DA42@A047 DA47@A022 5208537510.768 345.793012769 0 YY 0
-217.247 -53.4047 16 23 0 1 6 DA42@A047 DA48@A082 5208537510.768 345.793989454 0 XX 0
54.5176 -172.649 17 23 0 1 7 DA42@A047 DA49@A066 5208537510.768 345.794966139 0 YY 0
60.7492 286.206 18 23 0 1 8 DA42@A047 DA50@A089 5208537510.768 345.795942824 0 XX 0
-126.844 -313.529 19 23 0 1 10 DA42@A047 DA53@A085 5208537510.768 345.796919509 0 YY 0
73.9789 -268.178 20 23 0 1 11 DA42@A047 DA54@A075 5208537510.768 345.797896194 0 XX 0
53.7663 477.687 21 23 0 1 12 DA42@A047 DA55@A134 5208537510.768 345.798872878 0 YY 0
53.3267 38.9356 22 23 0 1 13 DA42@A047 DA56@A062 5208537510.768 345.799849563 0 XX 0
263.503 231.278 23 23 0 1 14 DA42@A047 DA57@A094 5208537510.768 345.800826248 0 YY 0
99.1243 116.023 24 23 0 1 15 DA42@A047 DA58@A076 5208537510.768 345.801802933 0 XX 0
11.7041 -486.643 25 23 0 1 16 DA42@A047 DA59@A093 5208537510.768 345.802779618 0 YY 0
134.618 6.70171 26 23 0 1 17 DA42@A047 DA62@A069 5208537510.768 345.803756303 0 XX 0
48.8641 854.894 27 23 0 1 18 DA42@A047 DA63@A115 5208537510.768 345.804732988 0 YY 0
-288.254 727.794 28 23 0 1 19 DA42@A047 DA64@A110 5208537510.768 345.805709672 0 XX 0
43.0252 -3.95001 29 23 0 1 20 DA42@A047 DA65@A045 5208537510.768 345.806686357 0 YY 0
65.4113 -103.918 0 23 0 1 21 DA42@A047 DV02@A024 5208537510.768 345.778362496 0 XX 0
75.9566 -41.8956 1 23 0 1 22 DA42@A047 DV03@A027 5208537510.768 345.779339181 0 YY 0
-17.4129 -32.7361 2 23 0 1 23 DA42@A047 DV04@A042 5208537510.768 345.780315866 0 XX 0
-203.069 254.225 3 23 0 1 24 DA42@A047 DV05@A092 5208537510.768 345.781292551 0 YY 0
421.558 -414.713 4 23 0 1 25 DA42@A047 DV06@A096 5208537510.768 345.782269236 0 XX 0
292.031 -4.9765 5 23 0 1 26 DA42@A047 DV07@A086 5208537510.768 345.783245921 0 YY 0
-231.723 68.1506 6 23 0 1 27 DA42@A047 DV08@A087 5208537510.768 345.784222606 0 XX 0
185.87 -53.4293 7 23 0 1 28 DA42@A047 DV09@A073 5208537510.768 345.785199290 0 YY 0
-31.8234 -30.7489 8 23 0 1 29 DA42@A047 DV10@A043 5208537510.768 345.786175975 0 XX 0
-22.7343 -95.5672 9 23 0 1 30 DA42@A047 DV11@A007 5208537510.768 345.787152660 0 YY 0
-1062.15 -434.754 10 23 0 1 31 DA42@A047 DV12@A121 5208537510.768 345.788129345 0 XX 0
-124.558 42.2899 11 23 0 1 32 DA42@A047 DV14@A074 5208537510.768 345.789106030 0 YY 0
-491.012 372.151 12 23 0 1 33 DA42@A047 DV15@A105 5208537510.768 345.790082715 0 XX 0
-640.692 -198.973 13 23 0 1 34 DA42@A047 DV16@A108 5208537510.768 345.791059400 0 YY 0
-643.951 -767.703 14 23 0 1 35 DA42@A047 DV17@A116 5208537510.768 345.792036084 0 XX 0
-118.487 -41.9918 15 23 0 1 36 DA42@A047 DV18@A070 5208537510.768 345.793012769 0 YY 0
575.99 -232.563 16 23 0 1 37 DA42@A047 DV19@A104 5208537510.768 345.793989454 0 XX 0
-81.4429 -201.366 17 23 0 1 38 DA42@A047 DV20@A072 5208537510.768 345.794966139 0 YY 0
132.742 -131.392 18 23 0 1 39 DA42@A047 DV21@A068 5208537510.768 345.795942824 0 XX 0
93.2672 -357.806 19 23 0 1 40 DA42@A047 DV22@A088 5208537510.768 345.796919509 0 YY 0
-21.5629 66.2851 20 23 0 1 41 DA42@A047 DV23@A060 5208537510.768 345.797896194 0 XX 0
-240.644 -860.637 21 23 0 1 42 DA42@A047 DV24@A111 5208537510.768 345.798872878 0 YY 0
86.7085 -31.9378 22 23 0 1 43 DA42@A047 DV25@A033 5208537510.768 345.799849563 0 XX 0
242.564 1138.21 23 23 0 2 3 DA43@A091 DA44@A120 5208537510.768 345.800826248 0 YY 0
798.9 -545.841 24 23 0 2 4 DA43@A091 DA46@A122 5208537510.768 345.801802933 0 XX 0
-318.311 20.9484 25 23 0 2 5 DA43@A091 DA47@A022 5208537510.768 345.802779618 0 YY 0
-575.318 105.512 26 23 0 2 6 DA43@A091 DA48@A082 5208537510.768 345.803756303 0 XX 0
-303.554 -13.7323 27 23 0 2 7 DA43@A091 DA49@A066 5208537510.768 345.804732988 0 YY 0
-297.323 445.124 28 23 0 2 8 DA43@A091 DA50@A089 5208537510.768 345.805709672 0 XX 0
-484.915 -154.611 29 23 0 2 10 DA43@A091 DA53@A085 5208537510.768 345.806686357 0 YY 0
-284.093 -109.259 0 23 0 2 11 DA43@A091 DA54@A075 5208537510.768 345.778362496 0 XX 0
-304.307 636.606 1 23 0 2 12 DA43@A091 DA55@A134 5208537510.768 345.779339181 0 YY 0
-304.745 197.853 2 23 0 2 13 DA43@A091 DA56@A062 5208537510.768 345.780315866 0 XX 0
-94.5694 390.194 3 23 0 2 14 DA43@A091 DA57@A094 5208537510.768 345.781292551 0 YY 0
-258.948 274.94 4 23 0 2 15 DA43@A091 DA58@A076 5208537510.768 345.782269236 0 XX 0
-346.366 -327.725 5 23 0 2 16 DA43@A091 DA59@A093 5208537510.768 345.783245921 0 YY 0
-223.453 165.619 6 23 0 2 17 DA43@A091 DA62@A069 5208537510.768 345.784222606 0 XX 0
-309.21 1013.81 7 23 0 2 18 DA43@A091 DA63@A115 5208537510.768 345.785199290 0 YY 0
-646.327 886.712 8 23 0 2 19 DA43@A091 DA64@A110 5208537510.768 345.786175975 0 XX 0
-315.047 154.968 9 23 0 2 20 DA43@A091 DA65@A045 5208537510.768 345.787152660 0 YY 0
-292.661 55.0012 10 23 0 2 21 DA43@A091 DV02@A024 5208537510.768 345.788129345 0 XX 0
-282.115 117.023 11 23 0 2 22 DA43@A091 DV03@A027 5208537510.768 345.789106030 0 YY 0
-375.485 126.182 12 23 0 2 23 DA43@A091 DV04@A042 5208537510.768 345.790082715 0 XX 0
-561.14 413.142 13 23 0 2 24 DA43@A091 DV05@A092 5208537510.768 345.791059400 0 YY 0
63.4868 -255.795 14 23 0 2 25 DA43@A091 DV06@A096 5208537510.768 345.792036084 0 XX 0
-66.0414 153.942 15 23 0 2 26 DA43@A091 DV07@A086 5208537510.768 345.793012769 0 YY 0
-589.794 227.068 16 23 0 2 27 DA43@A091 DV08@A087 5208537510.768 345.793989454 0 XX 0
-172.202 105.488 17 23 0 2 28 DA43@A091 DV09@A073 5208537510.768 345.794966139 0 YY 0
-389.895 128.168 18 23 0 2 29 DA43@A091 DV10@A043 5208537510.768 345.795942824 0 XX 0
-380.806 63.3505 19 23 0 2 30 DA43@A091 DV11@A007 5208537510.768 345.796919509 0 YY 0
-1420.22 -275.838 20 23 0 2 31 DA43@A091 DV12@A121 5208537510.768 345.797896194 0 XX 0
-482.63 201.207 21 23 0 2 32 DA43@A091 DV14@A074 5208537510.768 345.798872878 0 YY 0
-849.083 531.066 22 23 0 2 33 DA43@A091 DV15@A105 5208537510.768 345.799849563 0 XX 0
-998.762 -40.0576 23 23 0 2 34 DA43@A091 DV16@A108 5208537510.768 345.800826248 0 YY 0
-1002.02 -608.787 24 23 0 2 35 DA43@A091 DV17@A116 5208537510.768 345.801802933 0 XX 0
-476.558 116.924 25 23 0 2 36 DA43@A091 DV18@A070 5208537510.768 345.802779618 0 YY 0
217.918 -73.645 26 23 0 2 37 DA43@A091 DV19@A104 5208537510.768 345.803756303 0 XX 0
-439.514 -42.4485 27 23 0 2 38 DA43@A091 DV20@A072 5208537510.768 345.804732988 0 YY 0
-225.329 27.5241 28 23 0 2 39 DA43@A091 DV21@A068 5208537510.768 345.805709672 0 XX 0
-264.803 -198.891 29 23 0 2 40 DA43@A091 DV22@A088 5208537510.768 345.806686357 0 YY 0
-379.634 225.202 0 23 0 2 41 DA43@A091 DV23@A060 5208537510.768 345.778362496 0 XX 0
-598.713 -701.721 1 23 0 2 42 DA43@A091 DV24@A111 5208537510.768 345.779339181 0 YY 0
-271.363 126.979 2 23 0 2 43 DA43@A091 DV25@A033 5208537510.768 345.780315866 0 XX 0
556.336 -1684.05 3 23 0 3 4 DA44@A120 DA46@A122 5208537510.768 345.781292551 0 YY 0
-560.872 -1117.26 4 23 0 3 5 DA44@A120 DA47@A022 5208537510.768 345.782269236 0 XX 0
-817.876 -1032.7 5 23 0 3 6 DA44@A120 DA48@A082 5208537510.768 345.783245921 0 YY 0
-546.115 -1151.94 6 23 0 3 7 DA44@A120 DA49@A066 5208537510.768 345.784222606 0 XX 0
-539.893 -693.085 7 23 0 3 8 DA44@A120 DA50@A089 5208537510.768 345.785199290 0 YY 0
-727.482 -1292.82 8 23 0 3 10 DA44@A120 DA53@A085 5208537510.768 345.786175975 0 XX 0
-526.661 -1247.47 9 23 0 3 11 DA44@A120 DA54@A075 5208537510.768 345.787152660 0 YY 0
-546.882 -501.602 10 23 0 3 12 DA44@A120 DA55@A134 5208537510.768 345.788129345 0 XX 0
-547.309 -940.356 11 23 0 3 13 DA44@A120 DA56@A062 5208537510.768 345.789106030 0 YY 0
-337.129 -748.015 12 23 0 3 14 DA44@A120 DA57@A094 5208537510.768 345.790082715 0 XX 0
-501.51 -863.269 13 23 0 3 15 DA44@A120 DA58@A076 5208537510.768 345.791059400 0 YY 0
-588.929 -1465.93 14 23 0 3 16 DA44@A120 DA59@A093 5208537510.768 345.792036084 0 XX 0
-466.014 -972.59 15 23 0 3 17 DA44@A120 DA62@A069 5208537510.768 345.793012769 0 YY 0
-551.778 -124.398 16 23 0 3 18 DA44@A120 DA63@A115 5208537510.768 345.793989454 0 XX 0
-888.898 -251.497 17 23 0 3 19 DA44@A120 DA64@A110 5208537510.768 345.794966139 0 YY 0
-557.614 -983.241 18 23 0 3 20 DA44@A120 DA65@A045 5208537510.768 345.795942824 0 XX 0
-535.232 -1083.21 19 23 0 3 21 DA44@A120 DV02@A024 5208537510.768 345.796919509 0 YY 0
-524.683 -1021.19 20 23 0 3 22 DA44@A120 DV03@A027 5208537510.768 345.797896194 0 XX 0
-618.053 -1012.03 21 23 0 3 23 DA44@A120 DV04@A042 5208537510.768 345.798872878 0 YY 0
-803.702 -725.068 22 23 0 3 24 DA44@A120 DV05@A092 5208537510.768 345.799849563 0 XX 0
-179.073 -1394 23 23 0 3 25 DA44@A120 DV06@A096 5208537510.768 345.800826248 0 YY 0
-308.611 -984.266 24 23 0 3 26 DA44@A120 DV07@A086 5208537510.768 345.801802933 0 XX 0
-832.358 -911.142 25 23 0 3 27 DA44@A120 DV08@A087 5208537510.768 345.802779618 0 YY 0
-414.763 -1032.72 26 23 0 3 28 DA44@A120 DV09@A073 5208537510.768 345.803756303 0 XX 0
-632.458 -1010.04 27 23 0 3 29 DA44@A120 DV10@A043 5208537510.768 345.804732988 0 YY 0
-623.371 -1074.86 28 23 0 3 30 DA44@A120 DV11@A007 5208537510.768 345.805709672 0 XX 0
-1662.78 -1414.05 29 23 0 3 31 DA44@A120 DV12@A121 5208537510.768 345.806686357 0 YY 0
-725.191 -937.003 0 23 0 3 32 DA44@A120 DV14@A074 5208537510.768 345.778362496 0 XX 0
-1091.64 -607.146 1 23 0 3 33 DA44@A120 DV15@A105 5208537510.768 345.779339181 0 YY 0
-1241.32 -1178.27 2 23 0 3 34 DA44@A120 DV16@A108 5208537510.768 345.780315866 0 XX 0
-1244.58 -1747 3 23 0 3 35 DA44@A120 DV17@A116 5208537510.768 345.781292551 0 YY 0
-719.114 -1021.29 4 23 0 3 36 DA44@A120 DV18@A070 5208537510.768 345.782269236 0 XX 0
-24.6453 -1211.85 5 23 0 3 37 DA44@A120 DV19@A104 5208537510.768 345.783245921 0 YY 0
-682.077 -1180.66 6 23 0 3 38 DA44@A120 DV20@A072 5208537510.768 345.784222606 0 XX 0
-467.885 -1110.69 7 23 0 3 39 DA44@A120 DV21@A068 5208537510.768 345.785199290 0 YY 0
-507.355 -1337.1 8 23 0 3 40 DA44@A120 DV22@A088 5208537510.768 345.786175975 0 XX 0
-622.195 -913.008 9 23 0 3 41 DA44@A120 DV23@A060 5208537510.768 345.787152660 0 YY 0
-841.265 -1839.93 10 23 0 3 42 DA44@A120 DV24@A111 5208537510.768 345.788129345 0 XX 0
-513.924 -1011.23 11 23 0 3 43 DA44@A120 DV25@A033 5208537510.768 345.789106030 0 YY 0
-1117.21 566.789 12 23 0 4 5 DA46@A122 DA47@A022 5208537510.768 345.790082715 0 XX 0
-1374.22 651.351 13 23 0 4 6 DA46@A122 DA48@A082 5208537510.768 345.791059400 0 YY 0
-1102.45 532.108 14 23 0 4 7 DA46@A122 DA49@A066 5208537510.768 345.792036084 0 XX 0
-1096.22 990.967 15 23 0 4 8 DA46@A122 DA50@A089 5208537510.768 345.793012769 0 YY 0
-1283.81 391.232 16 23 0 4 10 DA46@A122 DA53@A085 5208537510.768 345.793989454 0 XX 0
-1082.99 436.584 17 23 0 4 11 DA46@A122 DA54@A075 5208537510.768 345.794966139 0 YY 0
-1103.21 1182.45 18 23 0 4 12 DA46@A122 DA55@A134 5208537510.768 345.795942824 0 XX 0
-1103.64 743.694 19 23 0 4 13 DA46@A122 DA56@A062 5208537510.768 345.796919509 0 YY 0
-893.469 936.033 20 23 0 4 14 DA46@A122 DA57@A094 5208537510.768 345.797896194 0 XX 0
-1057.85 820.781 21 23 0 4 15 DA46@A122 DA58@A076 5208537510.768 345.798872878 0 YY 0
-1145.27 218.116 22 23 0 4 16 DA46@A122 DA59@A093 5208537510.768 345.799849563 0 XX 0
-1022.35 711.459 23 23 0 4 17 DA46@A122 DA62@A069 5208537510.768 345.800826248 0 YY 0
-1108.11 1559.65 24 23 0 4 18 DA46@A122 DA63@A115 5208537510.768 345.801802933 0 XX 0
-1445.23 1432.56 25 23 0 4 19 DA46@A122 DA64@A110 5208537510.768 345.802779618 0 YY 0
-1113.95 700.81 26 23 0 4 20 DA46@A122 DA65@A045 5208537510.768 345.803756303 0 XX 0
-1091.56 600.846 27 23 0 4 21 DA46@A122 DV02@A024 5208537510.768 345.804732988 0 YY 0
